wt,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,yr,mo,Date
23,Mittwoch,23,0,2,21,0,2,23,1,24,2009,12,2009-12-23
24,Donnerstag,6,0,0,6,0,0,6,2,8,2009,12,2009-12-24
25,Freitag,9,0,3,6,0,4,7,2,11,2009,12,2009-12-25
26,Samstag,13,0,3,10,0,3,14,2,15,2009,12,2009-12-26
27,Sonntag,16,0,2,14,0,2,20,6,22,2009,12,2009-12-27
28,Montag,20,0,2,18,0,2,20,6,26,2009,12,2009-12-28
29,Dienstag,18,0,2,16,0,2,20,2,20,2009,12,2009-12-29
30,Mittwoch,19,0,2,17,0,2,18,2,21,2009,12,2009-12-30
31,Donnerstag,7,0,0,7,0,0,11,6,13,2009,12,2009-12-31
1,Mittwoch,32,1,2,29,1,3,34,6,38,2010,12,2010-12-01
2,Donnerstag,20,0,1,19,0,1,21,7,27,2010,12,2010-12-02
3,Freitag,15,0,1,14,0,1,18,2,17,2010,12,2010-12-03
4,Samstag,15,0,2,13,0,2,21,3,18,2010,12,2010-12-04
5,Sonntag,10,0,2,8,0,2,11,3,13,2010,12,2010-12-05
6,Montag,17,0,2,15,0,2,18,4,21,2010,12,2010-12-06
7,Dienstag,25,0,3,22,0,3,24,5,30,2010,12,2010-12-07
8,Mittwoch,21,0,0,21,0,0,21,7,28,2010,12,2010-12-08
9,Donnerstag,22,1,3,18,1,3,19,2,24,2010,12,2010-12-09
10,Freitag,15,0,5,10,0,5,12,4,19,2010,12,2010-12-10
11,Samstag,15,0,0,15,0,0,15,2,17,2010,12,2010-12-11
12,Sonntag,11,0,2,9,0,2,11,2,13,2010,12,2010-12-12
13,Montag,21,0,3,18,0,3,18,2,23,2010,12,2010-12-13
14,Dienstag,25,0,4,21,0,4,23,3,28,2010,12,2010-12-14
15,Mittwoch,21,0,2,19,0,2,20,9,30,2010,12,2010-12-15
16,Donnerstag,16,0,1,15,0,1,16,3,19,2010,12,2010-12-16
17,Freitag,19,0,4,15,0,5,19,3,22,2010,12,2010-12-17
18,Samstag,23,1,2,20,1,2,24,5,28,2010,12,2010-12-18
19,Sonntag,9,0,0,9,0,0,13,5,14,2010,12,2010-12-19
20,Montag,22,0,1,21,0,1,26,2,24,2010,12,2010-12-20
21,Dienstag,19,0,3,16,0,3,18,2,21,2010,12,2010-12-21
22,Mittwoch,10,0,4,6,0,4,7,4,14,2010,12,2010-12-22
23,Donnerstag,14,0,1,13,0,1,14,1,15,2010,12,2010-12-23
24,Freitag,12,0,1,11,0,1,14,6,18,2010,12,2010-12-24
25,Samstag,9,0,1,8,0,1,13,2,11,2010,12,2010-12-25
26,Sonntag,11,0,2,9,0,2,10,1,12,2010,12,2010-12-26
27,Montag,14,0,0,14,0,0,16,4,18,2010,12,2010-12-27
28,Dienstag,12,0,1,11,0,1,11,1,13,2010,12,2010-12-28
29,Mittwoch,14,0,1,13,0,1,13,3,17,2010,12,2010-12-29
30,Donnerstag,13,0,2,11,0,2,18,0,13,2010,12,2010-12-30
31,Freitag,4,0,0,4,0,0,5,3,7,2010,12,2010-12-31
